chunk_id,document_id,text
doc00353_chunk006,doc00353,"poet, and critic ( d. 1995 ) 1922 – lawrence n. guarino, american colonel ( d. 2014 ) 1922 – leo tindemans, belgian politician, 43rd prime minister of belgium ( d. 2014 ) 1923 – warren barker, american composer ( d. 2006 ) 1923 – arch a. moore jr., american sergeant, lawyer, and politician, 28th governor of west virginia ( d. 2015 ) 1924 – john harvey - jones, english academic and businessman ( d. 2008 ) 1924 – henry mancini, american composer and conductor ( d. 1994 ) 1924 – madanjeet singh, indian diplomat, author, and philanthropist ( d. 2013 ) 1926 – pierre fabre, french pharmacist, founded laboratoires pierre fabre ( d. 2013 ) 1927 – edie adams, american actress and singer ( d. 2008 ) 1927 – pope benedict xvi ( d. 2022 ) 1927 – rolf schult, german actor ( d. 2013 ) 1928 – night train lane, american football player ( d. 2002 ) 1929 – roy hamilton, american singer ( d. 1969 ) 1929 – ralph slatyer, australian biologist and ecologist ( d. 2012 ) 1929 – ed townsend, american singer - songwriter and producer ( d. 2003 ) 1930 – doug beasy, australian footballer and educator ( d. 2013 ) 1930 – herbie mann, american flute player and composer ( d. 2003 ) 1932 – maury meyers, american lawyer and politician ( d. 2014 ) 1933 – marcos alonso imaz, spanish footballer ( d. 2012 ) 1933 – joan bakewell, english journalist and author 1933 – perry botkin jr., american composer, arranger and musician ( d. 2021 ) 1933 – vera krepkina, russian long jumper ( d. 2023 ) 1933 – ike pappas, american journalist and actor ( d. 2008 ) 1934 – vince hill, english singer - songwriter ( d. 2023 ) 1934 – robert stigwood, australian producer and manager ( d. 2016 ) 1934 – barrie unsworth, australian politician, 36th premier of new south wales 1934 – vicar, chilean cartoonist ( d. 2012 ) 1935 – marcel carriere, canadian director and screenwriter 1935 – sarah kirsch, german poet and author ( d. 2013 ) 1935 – lennart risberg, swedish boxer ( d. 2013 ) 1935 – dominique venner, french journalist and historian ( d. 2013 ) 1935 – bobby vinton, american singer 1936 – vadim kuz"
doc00353_chunk007,doc00353,"( d. 2013 ) 1935 – lennart risberg, swedish boxer ( d. 2013 ) 1935 – dominique venner, french journalist and historian ( d. 2013 ) 1935 – bobby vinton, american singer 1936 – vadim kuzmin, russian physicist and academic ( d. 2015 ) 1937 – gert potgieter, south african hurdler and coach 1937 – george steele, american wrestler and actor ( d. 2017 ) 1938 – rich rollins, american baseball player 1938 – gordon wilson, scottish lawyer and politician ( d. 2017 ) 1939 – john amabile, american football player and coach ( d. 2012 ) 1939 – dusty springfield, english singer and record producer ( d. 1999 ) 1940 – benoit bouchard, canadian academic and politician, 18th canadian minister of transport 1940 – david holford, barbadian cricketer 1940 – queen margrethe ii of denmark 1940 – joan snyder, american painter 1940 – thomas stonor, 7th baron camoys, english banker and politician, lord chamberlain of the united kingdom 1941 – allan segal, american director and producer ( d. 2012 ) 1942 – jim lonborg, american baseball pitcher 1942 – sir frank williams, english businessman, founded the williams f1 racing team ( d. 2021 ) 1943 – petro tyschtschenko, austrian - german businessman 1943 – john watkins, australian cricketer 1945 – tom allen, american lawyer and politician 1946 – margot adler, american journalist and author ( d. 2014 ) 1946 – ernst bakker, dutch politician ( d. 2014 ) 1946 – johnnie lewis, liberian lawyer and politician, 18th chief justice of liberia ( d. 2015 ) 1946 – r. carlos nakai, american flute player 1947 – kareem abdul - jabbar, american basketball player and coach 1947 – gerry rafferty, scottish singer - songwriter ( d. 2011 ) 1948 – reg alcock, canadian businessman and politician, 17th canadian president of the treasury board ( d. 2011 ) 1950 – david graf, american actor ( d. 2001 ) 1950 – colleen hewett, australian singer and actress 1951 – ioan mihai cochinescu, romanian author and photographer 1952 – bill belichick, american football player and coach 1952 – michel blanc, french actor and director 1952 – esther roth - shahamorov, israeli sprinter and hurdler 1952 – billy west, american voice actor, singer - songwriter, and comedian 1953 – peter garrett, australian singer - songwriter and politician 1953 – jay o. sanders, american actor 1954 – ellen barkin, american actress 1954"
doc00353_chunk008,doc00353,", israeli sprinter and hurdler 1952 – billy west, american voice actor, singer - songwriter, and comedian 1953 – peter garrett, australian singer - songwriter and politician 1953 – jay o. sanders, american actor 1954 – ellen barkin, american actress 1954 – john bowe, australian racing driver 1954 – mike zuke, canadian ice hockey player 1955 – bruce bochy, american baseball player and manager 1955 – henri, grand duke of luxembourg 1956 – david m. brown, american captain, pilot, and astronaut ( d. 2003 ) 1956 – t lavitz, american keyboard player, composer, and producer ( d. 2010 ) 1956 – lise - marie morerod, swiss skier 1957 – patricia de martelaere, belgian philosopher, author, and academic ( d. 2009 ) 1958 – tim flach, english photographer and director 1958 – ulf wakenius, swedish guitarist 1959 – alison ramsay, english - scottish field hockey player and lawyer 1960 – wahab akbar, filipino politician ( d. 2007 ) 1960 – rafael benitez, spanish footballer and manager 1960 – pierre littbarski, german footballer and manager 1961 – jarbom gamlin, indian lawyer and politician, seventh chief minister of arunachal pradesh ( d. 2014 ) 1962 – anna dello russo, italian journalist 1963 – saleem malik, pakistani cricketer 1963 – jimmy osmond, american singer 1964 – david kohan, american screenwriter and producer 1964 – dave pirner, american singer, songwriter and producer 1964 – esbjorn svensson, swedish pianist ( d. 2008 ) 1965 – yves - francois blanchet, canadian politician 1965 – jon cryer, american actor, director, producer, and screenwriter 1965 – martin lawrence, american actor, director, producer, and screenwriter 1966 – jarle vespestad, norwegian drummer 1968 – vickie guerrero, american wrestler and manager 1968 – rudiger stenzel, german runner 1969 – patrik jarbyn, swedish skier 1969 – fernando vina, american baseball player and sportscaster 1970 – dero goi, german singer - songwriter and drummer 1970 – walt williams, american basketball player 1971 – cameron blades, australian rugby player 1971 – selena, american singer - songwriter, actress, and fashion designer ( d. 1995 ) 1971 – seigo yamamoto, japanese racing driver 1971 – natasha zvereva, belarusian tennis player 1972 – conchita martinez, spanish - american tennis player 1972 – tracy k. smith, american poet and educator 1973 – akon, senegalese - american singer, rapper and songwriter 1973"
doc00353_chunk009,doc00353,"racing driver 1971 – natasha zvereva, belarusian tennis player 1972 – conchita martinez, spanish - american tennis player 1972 – tracy k. smith, american poet and educator 1973 – akon, senegalese - american singer, rapper and songwriter 1973 – charlotta sorenstam, swedish golfer 1973 – teddy cobena, spanish - ecuadorian expressionist and representational sculptor 1976 – lukas haas, american actor and musician 1976 – kelli o ' hara, american actress and singer 1977 – freddie ljungberg, swedish footballer 1979 – christijan albers, dutch racing driver 1979 – lars borgeling, german pole vaulter 1979 – daniel browne, new zealand rugby player 1981 – anestis agritis, greek footballer 1981 – maya dunietz, israeli singer - songwriter and pianist 1981 – matthieu proulx, canadian football player 1982 – gina carano, american mixed martial artist and actress 1982 – boris diaw, french basketball player 1982 – jonathan vilma, american football player 1983 – marie digby, american singer - songwriter, guitarist, and actress 1983 – cat osterman, american softball player 1984 – teddy blass, american composer and producer 1984 – claire foy, english actress 1984 – tucker fredricks, american speed skater 1984 – paweł kieszek, polish footballer 1984 – kerron stewart, jamaican sprinter 1985 – luol deng, sudanese - english basketball player 1985 – nate diaz, american mixed martial artist 1985 – brendon leonard, new zealand rugby player 1985 – taye taiwo, nigerian footballer 1986 – shinji okazaki, japanese footballer 1986 – peter regin, danish ice hockey player 1986 – epke zonderland, dutch gymnast 1987 – cenk akyol, turkish basketball player 1987 – aaron lennon, english international footballer 1988 – kyle okposo, american ice hockey player 1990 – reggie jackson, american basketball player 1990 – vangelis mantzaris, greek basketball player 1990 – tony mcquay, american sprinter 1991 – nolan arenado, american baseball player 1991 – kim kyung - jung, south korean footballer 1993 – chance the rapper, american rapper 1993 – mirai nagasu, japanese - american figure skater 1996 – anya taylor - joy, argentine - british actress 1996 – taylor townsend, american tennis player 2002 – sadie sink, american actress deaths pre - 1600 ad 69 – otho, roman emperor ( b. ad 32 ) 665 – fructuosus of braga, french archbishop and saint 1090 – sikelgaita"
doc00353_chunk010,doc00353,"tennis player 2002 – sadie sink, american actress deaths pre - 1600 ad 69 – otho, roman emperor ( b. ad 32 ) 665 – fructuosus of braga, french archbishop and saint 1090 – sikelgaita, duchess of apulia ( b. c. 1040 ) 1113 – sviatopolk ii of kiev ( b. 1050 ) 1118 – adelaide del vasto, regent of sicily, mother of roger ii of sicily, queen of baldwin i of jerusalem 1198 – frederick i, duke of austria ( b. 1175 ) 1234 – richard marshal, 3rd earl of pembroke ( b. 1191 ) 1375 – john hastings, 2nd earl of pembroke, english nobleman and soldier ( b. 1347 ) 1496 – charles ii, duke of savoy ( b. 1489 ) 1587 – anne seymour, duchess of somerset ( b. 1497 ) 1601 – 1900 1640 – countess charlotte flandrina of nassau ( b. 1579 ) 1645 – tobias hume, scottish soldier, viol player, and composer ( b. 1569 ) 1687 – george villiers, 2nd duke of buckingham, english poet and politician, lord lieutenant of the west riding of yorkshire ( b. 1628 ) 1689 – aphra behn, english author and playwright ( b. 1640 ) 1742 – stefano benedetto pallavicino, italian poet and translator ( b. 1672 ) 1756 – jacques cassini, french astronomer ( b. 1677 ) 1783 – christian mayer, czech astronomer and educator ( b. 1719 ) 1788 – georges - louis leclerc, comte de buffon, french mathematician, cosmologist, and author ( b. 1707 ) 1828 – francisco goya, spanish - french painter and illustrator ( b. 1746 ) 1846 – domenico dragonetti, italian bassist and composer ( b. 1763 ) 1850 – marie tussaud, french - english sculptor, founded the madame tussauds wax museum ( b. 1761 ) 1859 – alexis de tocqueville, french historian and philosopher, french minister of foreign affairs ( b. 1805 ) 1879 – bernadette soubirous, french nun and saint ( b. 1844 ) 1888 – zygmunt florenty wroblewski, polish physicist and chemist ( b. 1845 ) 1899 – emilio jacinto, filipino journalist and activist ( b. 1875 ) 1901 – present 1904 – maximilian kronberger, german poet and author ( b. 1888 ) 1904 – samuel smiles, scottish"
doc00353_chunk011,doc00353,"polish physicist and chemist ( b. 1845 ) 1899 – emilio jacinto, filipino journalist and activist ( b. 1875 ) 1901 – present 1904 – maximilian kronberger, german poet and author ( b. 1888 ) 1904 – samuel smiles, scottish - english author ( b. 1812 ) 1914 – george william hill, american astronomer and mathematician ( b. 1838 ) 1915 – nelson w. aldrich, american businessman and politician ( b. 1841 ) 1925 – stefan nerezov, bulgarian general ( b. 1867 ) 1928 – henry birks, canadian businessman, founded henry birks and sons ( b. 1840 ) 1928 – roman steinberg, estonian wrestler ( b. 1900 ) 1930 – jose carlos mariategui, peruvian journalist, philosopher, and activist ( b. 1894 ) 1935 – panait istrati, romanian journalist and author ( b. 1884 ) 1937 – jay johnson morrow, american military engineer and politician, third governor of the panama canal zone ( b. 1870 ) 1938 – steve bloomer, english footballer and manager ( b. 1874 ) 1940 – tony d ' arcy, irish republican died while on hunger strike ( b. 1908 ) 1941 – josiah stamp, 1st baron stamp, english economist and civil servant ( b. 1880 ) 1942 – princess alexandra of saxe - coburg and gotha ( b. 1878 ) 1942 – denis st. george daly, irish polo player ( b. 1862 ) 1946 – arthur chevrolet, swiss - american race car driver and engineer ( b. 1884 ) 1947 – rudolf hoss, german ss officer ( b. 1900 ) 1950 – eduard oja, estonian composer, conductor, and critic ( b. 1905 ) 1950 – anders peter nielsen, danish target shooter ( b. 1867 ) 1955 – david kirkwood, scottish engineer and politician ( b. 1872 ) 1958 – rosalind franklin, english biophysicist and academic ( b. 1920 ) 1960 – mihaly fekete, hungarian actor, screenwriter and film director ( b. 1884 ) 1961 – carl hovland, american psychologist and academic ( b. 1912 ) 1965 – francis balfour, english soldier and colonial administrator ( b. 1884 ) 1965 – sydney chaplin, english actor, comedian, brother of charlie chaplin ( b. 1885 ) 1966 – eric lambert, australian author ( b. 1918 ) 1968 – fay bainter, american actress ( b. 1893 ) 1968 – edna ferber, american novelist, short story writer, and playwright ( b. 1885 ) 1969 – hem vejakorn, thai illustrator and painter ("
doc00353_chunk012,doc00353,"( b. 1918 ) 1968 – fay bainter, american actress ( b. 1893 ) 1968 – edna ferber, american novelist, short story writer, and playwright ( b. 1885 ) 1969 – hem vejakorn, thai illustrator and painter ( b. 1904 ) 1970 – richard neutra, austrian - american architect, designed the los angeles county hall of records ( b. 1892 ) 1970 – peter veres, hungarian politician, hungarian minister of defence ( b. 1897 ) 1972 – yasunari kawabata, japanese novelist and short story writer, nobel prize laureate ( b. 1899 ) 1972 – frank o ' connor, australian public servant ( b. 1894 ) 1973 – istvan kertesz, hungarian conductor and educator ( b. 1929 ) 1978 – lucius d. clay, american officer and military governor in occupied germany ( b. 1898 ) 1980 – morris stoloff, american composer ( b. 1898 ) 1985 – scott brady, american actor ( b. 1924 ) 1988 – khalil al - wazir, palestinian commander, founded fatah ( b. 1935 ) 1988 – youri egorov, russian pianist ( b. 1954 ) 1989 – jocko conlan, american baseball player and umpire ( b. 1899 ) 1989 – kaoru ishikawa japanese author and educator ( b. 1915 ) 1989 – miles lawrence, english cricketer ( b. 1940 ) 1989 – hakkı yeten, turkish footballer, manager and president ( b. 1910 ) 1991 – david lean, english director, producer, and screenwriter ( b. 1908 ) 1992 – neville brand, american actor ( b. 1920 ) 1992 – alexandru nicolschi, romanian spy and activist ( b. 1915 ) 1992 – andy russell, american singer and actor ( b. 1919 ) 1994 – paul - emilien dalpe, canadian labor unionist ( b. 1919 ) 1994 – ralph ellison, american novelist and critic ( b. 1913 ) 1996 – lucille bremer, american actress and dancer ( b. 1917 ) 1997 – esmeralda arboleda cadavid, colombian politician ( b. 1921 ) 1997 – roland topor, french actor, director, and painter ( b. 1938 ) 1998 – alberto calderon, argentinian - american mathematician and academic ( b. 1920 ) 1998 – fred davis, english snooker player ( b. 1913 ) 1998 – marie - louise meilleur, canadian super - centenarian ( b. 1880 ) 1999 – skip spence, canadian - american singer - songwriter and guitarist ( b."
doc00353_chunk013,doc00353,") 1998 – fred davis, english snooker player ( b. 1913 ) 1998 – marie - louise meilleur, canadian super - centenarian ( b. 1880 ) 1999 – skip spence, canadian - american singer - songwriter and guitarist ( b. 1946 ) 2001 – robert osterloh, american actor ( b. 1918 ) 2001 – michael ritchie, american director, producer, and screenwriter ( b. 1938 ) 2001 – alec stock, english footballer and manager ( b. 1917 ) 2002 – billy ayre, english footballer and manager ( b. 1952 ) 2002 – ruth fertel, american businesswoman, founded ruth ' s chris steak house ( b. 1927 ) 2002 – robert urich, american actor ( b. 1946 ) 2003 – graham jarvis, canadian actor ( b. 1930 ) 2003 – graham stuart thomas, english horticulturalist and author ( b. 1909 ) 2005 – kay walsh, english actress, singer, and dancer ( b. 1911 ) 2007 – frank bateson, new zealand astronomer ( b. 1909 ) 2007 – gaetan duchesne, canadian ice hockey player ( b. 1962 ) 2007 – maria lenk, brazilian swimmer ( b. 1915 ) 2007 – chandrabose suthaharan, sri lankan journalist 2008 – edward norton lorenz, american mathematician and meteorologist ( b. 1917 ) 2010 – rasim delic, bosnian general and convicted war criminal ( b. 1949 ) 2010 – daryl gates, american police officer, created the d. a. r. e. program ( b. 1926 ) 2011 – gerry alexander, jamaican cricketer and veterinarian ( b. 1928 ) 2011 – allan blakeney, canadian scholar and politician, tenth premier of saskatchewan ( b. 1925 ) 2011 – sol saks, american screenwriter and producer ( b. 1910 ) 2012 – sari barabas, hungarian soprano ( b. 1914 ) 2012 – marian biskup, polish author and academic ( b. 1922 ) 2012 – alan hacker, english clarinet player and conductor ( b. 1938 ) 2012 – george kunda, zambian lawyer and politician, 11th vice - president of zambia ( b. 1956 ) 2012 – mærsk mc - kinney møller, danish businessman ( b. 1913 ) 2012 – carlo petrini, italian footballer and coach ( b. 1948 ) 2013 – charles bruzon, gibraltarian politician ( b. 1938 ) 2013 – ali kafi, algerian politician ( b. 1928 ) 2013 – siegfried ludwig, austrian politician, 18th governor of lower austria ( b. 1926 ) 2013"
doc00353_chunk014,doc00353,". 1948 ) 2013 – charles bruzon, gibraltarian politician ( b. 1938 ) 2013 – ali kafi, algerian politician ( b. 1928 ) 2013 – siegfried ludwig, austrian politician, 18th governor of lower austria ( b. 1926 ) 2013 – pentti lund, finnish - canadian ice hockey player ( b. 1925 ) 2013 – george beverly shea, canadian - american singer - songwriter ( b. 1909 ) 2013 – pat summerall, american football player and sportscaster ( b. 1930 ) 2013 – pedro ramirez vazquez, mexican architect, designed the tijuana cultural center and national museum of anthropology ( b. 1919 ) 2014 – gyude bryant, liberian businessman and politician ( b. 1949 ) 2014 – aulis rytkonen, finnish footballer and manager ( b. 1929 ) 2014 – ernst florian winter, austrian - american historian and political scientist ( b. 1923 ) 2015 – valery belousov, russian ice hockey player and coach ( b. 1948 ) 2015 – stanislav gross, czech lawyer and politician, fifth prime minister of the czech republic ( b. 1969 ) 2018 – harry anderson, american actor and magician ( b. 1952 ) 2021 – andrew peacock, australian politician ( b. 1939 ) 2021 – helen mccrory, british actress ( b. 1968 ) 2021 – liam scarlett, british choreographer ( b. 1986 ) 2021 – john dawes, welsh rugby union player ( b. 1940 ) holidays and observances christian feast day : benedict joseph labre bernadette soubirous drogo engratia fructuosus of braga isabella gilmore ( church of england ) martyrs of zaragoza molly brant ( konwatsijayenni ) ( anglican church of canada, episcopal church ) turibius of astorga april 16 ( eastern orthodox liturgics ) birthday of jose de diego ( puerto rico, united states ) birthday of queen margrethe ii ( denmark ) emancipation day ( washington, d. c., united states ) memorial day for the victims of the holocaust ( hungary ) national healthcare decisions day ( united states ) remembrance of chemical attack on balisan and sheikh wasan ( iraqi kurdistan ) world voice day references external links bbc : on this day historical events on april 16 days of the year april"
doc00354_chunk000,doc00354,"in mathematics, the associative property is a property of some binary operations, which means that rearranging the parentheses in an expression will not change the result. in propositional logic, associativity is a valid rule of replacement for expressions in logical proofs. within an expression containing two or more occurrences in a row of the same associative operator, the order in which the operations are performed does not matter as long as the sequence of the operands is not changed. that is ( after rewriting the expression with parentheses and in infix notation if necessary ), rearranging the parentheses in such an expression will not change its value. consider the following equations : even though the parentheses were rearranged on each line, the values of the expressions were not altered. since this holds true when performing addition and multiplication on any real numbers, it can be said that "" addition and multiplication of real numbers are associative operations "". associativity is not the same as commutativity, which addresses whether the order of two operands affects the result. for example, the order does not matter in the multiplication of real numbers, that is,, so we say that the multiplication of real numbers is a commutative operation. however, operations such as function composition and matrix multiplication are associative, but not ( generally ) commutative. associative operations are abundant in mathematics ; in fact, many algebraic structures ( such as semigroups and categories ) explicitly require their binary operations to be associative. however, many important and interesting operations are non - associative ; some examples include subtraction, exponentiation, and the vector cross product. in contrast to the theoretical properties of real numbers, the addition of floating point numbers in computer science is not associative, and the choice of how to associate an expression can have a significant effect on rounding error. definition formally, a binary operation on a set is called associative if it satisfies the associative law : here, ∗ is used to replace the symbol of the operation, which may be any symbol, and even the absence of symbol ( juxtaposition ) as for multiplication. the associative law can also be expressed in functional notation thus :. generalized associative law if a binary operation is associative, repeated application of the operation produces the same result regardless of how valid pairs of parentheses are inserted in the expression"
doc00354_chunk001,doc00354,"##iative law can also be expressed in functional notation thus :. generalized associative law if a binary operation is associative, repeated application of the operation produces the same result regardless of how valid pairs of parentheses are inserted in the expression. this is called the generalized associative law. for instance, a product of four elements may be written, without changing the order of the factors, in five possible ways : if the product operation is associative, the generalized associative law says that all these expressions will yield the same result. so unless the expression with omitted parentheses already has a different meaning ( see below ), the parentheses can be considered unnecessary and "" the "" product can be written unambiguously as as the number of elements increases, the number of possible ways to insert parentheses grows quickly, but they remain unnecessary for disambiguation. an example where this does not work is the logical biconditional. it is associative ; thus, is equivalent to, but most commonly means, which is not equivalent. examples some examples of associative operations include the following. propositional logic rule of replacement in standard truth - functional propositional logic, association, or associativity are two valid rules of replacement. the rules allow one to move parentheses in logical expressions in logical proofs. the rules ( using logical connectives notation ) are : and where "" "" is a metalogical symbol representing "" can be replaced in a proof with "". truth functional connectives associativity is a property of some logical connectives of truth - functional propositional logic. the following logical equivalences demonstrate that associativity is a property of particular connectives. the following ( and their converses, since is commutative ) are truth - functional tautologies. associativity of disjunction associativity of conjunction associativity of equivalence joint denial is an example of a truth functional connective that is not associative. non - associative operation a binary operation on a set s that does not satisfy the associative law is called non - associative. symbolically, for such an operation the order of evaluation does matter. for example : subtraction division exponentiation vector cross product also although addition is associative for finite sums, it is not associative inside infinite sums ( series ). for example, whereas some non - associative"
doc00354_chunk002,doc00354,"for example : subtraction division exponentiation vector cross product also although addition is associative for finite sums, it is not associative inside infinite sums ( series ). for example, whereas some non - associative operations are fundamental in mathematics. they appear often as the multiplication in structures called non - associative algebras, which have also an addition and a scalar multiplication. examples are the octonions and lie algebras. in lie algebras, the multiplication satisfies jacobi identity instead of the associative law ; this allows abstracting the algebraic nature of infinitesimal transformations. other examples are quasigroup, quasifield, non - associative ring, and commutative non - associative magmas. nonassociativity of floating point calculation in mathematics, addition and multiplication of real numbers is associative. by contrast, in computer science, the addition and multiplication of floating point numbers is not associative, as rounding errors are introduced when dissimilar - sized values are joined together. to illustrate this, consider a floating point representation with a 4 - bit mantissa : even though most computers compute with 24 or 53 bits of mantissa, this is an important source of rounding error, and approaches such as the kahan summation algorithm are ways to minimise the errors. it can be especially problematic in parallel computing. notation for non - associative operations in general, parentheses must be used to indicate the order of evaluation if a non - associative operation appears more than once in an expression ( unless the notation specifies the order in another way, like ). however, mathematicians agree on a particular order of evaluation for several common non - associative operations. this is simply a notational convention to avoid parentheses. a left - associative operation is a non - associative operation that is conventionally evaluated from left to right, i. e., while a right - associative operation is conventionally evaluated from right to left : both left - associative and right - associative operations occur. left - associative operations include the following : subtraction and division of real numbers function application this notation can be motivated by the currying isomorphism, which enables partial application. right - associative operations include the following : exponentiation of real numbers in superscript notation exponentiation is commonly used with brackets"
doc00354_chunk003,doc00354,"real numbers function application this notation can be motivated by the currying isomorphism, which enables partial application. right - associative operations include the following : exponentiation of real numbers in superscript notation exponentiation is commonly used with brackets or right - associatively because a repeated left - associative exponentiation operation is of little use. repeated powers would mostly be rewritten with multiplication : formatted correctly, the superscript inherently behaves as a set of parentheses ; e. g. in the expression the addition is performed before the exponentiation despite there being no explicit parentheses wrapped around it. thus given an expression such as, the full exponent of the base is evaluated first. however, in some contexts, especially in handwriting, the difference between, and can be hard to see. in such a case, right - associativity is usually implied. function definition using right - associative notation for these operations can be motivated by the curry – howard correspondence and by the currying isomorphism. non - associative operations for which no conventional evaluation order is defined include the following. exponentiation of real numbers in infix notation knuth ' s up - arrow operators taking the cross product of three vectors taking the pairwise average of real numbers taking the relative complement of sets. ( compare material nonimplication in logic. ) history william rowan hamilton seems to have coined the term "" associative property "" around 1844, a time when he was contemplating the non - associative algebra of the octonions he had learned about from john t. graves. see also light ' s associativity test telescoping series, the use of addition associativity for cancelling terms in an infinite series a semigroup is a set with an associative binary operation. commutativity and distributivity are two other frequently discussed properties of binary operations. power associativity, alternativity, flexibility and n - ary associativity are weak forms of associativity. moufang identities also provide a weak form of associativity. references properties of binary operations elementary algebra functional analysis rules of inference"
doc00355_chunk000,doc00355,"the apache software foundation ( ; asf ) is an american nonprofit corporation ( classified as a 501 ( c ) ( 3 ) organization in the united states ) to support a number of open - source software projects. the asf was formed from a group of developers of the apache http server, and incorporated on march 25, 1999. it includes approximately 1000 members. the apache software foundation is a decentralized open source community of developers. the software they produce is distributed under the terms of the apache license, a permissive open - source license for free and open - source software ( foss ). the apache projects are characterized by a collaborative, consensus - based development process and an open and pragmatic software license, which is to say that it allows developers, who receive the software freely, to redistribute it under non - free terms. each project is managed by a self - selected team of technical experts who are active contributors to the project. the asf is a meritocracy, implying that membership of the foundation is granted only to volunteers who have actively contributed to apache projects. the asf is considered a second - generation open - source organization, in that commercial support is provided without the risk of platform lock - in. among the asf ' s objectives are : to provide legal protection to volunteers working on apache projects, and to prevent the "" apache "" brand name from being used by other organizations without permission. the asf also holds several apachecon conferences each year, highlighting apache projects and related technology. history the history of the apache software foundation is linked to the apache http server, development beginning in february 1993. a group of eight developers started working on enhancing the ncsa httpd daemon. they came to be known as the apache group. on march 25, 1999, the apache software foundation was formed. the first official meeting of the apache software foundation was held on april 13, 1999. the initial members of the apache software foundation consisted of the apache group : brian behlendorf, ken coar, miguel gonzales, mark cox, lars eilebrecht, ralf s. engelschall, roy t. fielding, dean gaudet, ben hyde, jim jagielski, alexei kosut, martin kraemer, ben laurie, doug maceachern, aram mirzadeh, sameer parekh, cliff skolnick, marc slemko, william ( bill ) stoddard, paul sutton, randy terbush and dirk - willem van gulik."
doc00355_chunk001,doc00355,", doug maceachern, aram mirzadeh, sameer parekh, cliff skolnick, marc slemko, william ( bill ) stoddard, paul sutton, randy terbush and dirk - willem van gulik. after a series of additional meetings to elect board members and resolve other legal matters regarding incorporation, the effective incorporation date of the apache software foundation was set to june 1, 1999. co - founder brian behlendorf states how the name ' apache ' was chosen : "" i suggested the name apache partly because the web technologies at the time that were launching were being called cyber this or spider that or something on those themes and i was like we need something a little more interesting, a little more romantic, not to be a cultural appropriator or anything like that, i had just seen a documentary about geronimo and the last days of a native american tribe called the apaches, right, who succumbed to the invasion from the west, from the united states, and they were the last tribe to give up their territory and for me that almost romantically represented what i felt we were doing with this web - server project... "" projects apache divides its software development activities into separate semi - autonomous areas called "" top - level projects "" ( formally known as a "" project management committee "" in the bylaws ), some of which have a number of sub - projects. unlike some other organizations that host foss projects, before a project is hosted at apache it has to be licensed to the asf with a grant or contributor agreement. in this way, the asf gains the necessary intellectual property rights for the development and distribution of all its projects. board of directors the board of directors of the apache software foundation ( asf ) is responsible for management and oversight of the business and affairs of the corporation in accordance with the bylaws. this includes management of the corporate assets ( funds, intellectual property, trademarks, and support equipment ), appointment of a president and corporate officers managing the core operations of the asf, and allocation of corporate resources for the benefit of apache projects. technical decision - making authority for every apache project is assigned to their independent project management committee ; the participants in each project provide direction, not the board. the board is elected annually by the asf membership. since march 17, 2021, the board of directors has been : bertrand delacretaz roy t. fielding sharan foga justin mclean sam ruby craig l. russell roman shaposhnik sander"
doc00355_chunk002,doc00355,"is elected annually by the asf membership. since march 17, 2021, the board of directors has been : bertrand delacretaz roy t. fielding sharan foga justin mclean sam ruby craig l. russell roman shaposhnik sander striker sheng wu see also list of apache software foundation projects apache attic apache incubator log4shell cncf linux foundation notes further reading wikinomics : how mass collaboration changes everything ( 2006 ) ; don tapscott, anthony d. williams. external links apachecon website “ trillions and trillions served ” feature documentary by the apache software foundation detailing its history and impact on the open - source software community ( 2020 ) 1999 establishments in maryland 501 ( c ) ( 3 ) organizations free and open - source software organizations non - profit organizations based in maryland software companies established in 1999"
